partinamn;fylkesnr;kommunenr;partitype;valar;stemmer;relativdel;mandat;utbetalingsar;grunnstonad;stemmestotte;totalt
Raud Valallianse;12;1263;Kommune;2007;97;1,45;0;2011;0;1242,57;1242,57
Austrheim  Arbeidarparti;12;1264;Kommune;2007;412;32,57;5;2011;1223;5277,72;6500,72
Austrheim Framstegsparti;12;1264;Kommune;2007;155;12,25;3;2011;1223;1985,55;3208,55
Austrheim Høgre;12;1264;Kommune;2007;276;21,82;3;2011;1223;3535,56;4758,56
Austrheim KrF;12;1264;Kommune;2007;199;15,73;3;2011;1223;2549,19;3772,19
AUSTRHEIM VENSTRE;12;1264;Kommune;2007;117;9,25;2;2011;1223;1498,77;2721,77
Demokratane Fedje;12;1265;Kommune;2007;18;4,75;1;2011;1223;230,58;1453,58
Fedje  Arbeidarparti;12;1265;Kommune;2007;125;32,98;6;2011;1223;1601,25;2824,25
Fedje Framstegsparti;12;1265;Kommune;2007;73;19,26;3;2011;1223;935,13;2158,13
Fedje Høgre;12;1265;Kommune;2007;67;17,68;3;2011;1223;858,27;2081,27
Fedje KrF;12;1265;Kommune;2007;96;25,33;4;2011;1223;1229,76;2452,76
Masfjorden  Arbeidarparti;12;1266;Kommune;2007;255;26,9;5;2011;1223;3266,55;4489,55
Masfjorden Framstegsparti;12;1266;Kommune;2007;102;10,76;2;2011;1223;1306,62;2529,62
Masfjorden Høgre;12;1266;Kommune;2007;254;26,79;4;2011;1223;3253,74;4476,74
Masfjorden KrF;12;1266;Kommune;2007;138;14,56;2;2011;1223;1767,78;2990,78
Masfjorden Senterparti;12;1266;Kommune;2007;100;10,55;2;2011;1223;1281;2504
MASFJORDEN VENSTRE;12;1266;Kommune;2007;99;10,44;2;2011;1223;1268,19;2491,19
Kystpartiet i Sogn og Fjordane;14;1400;Fylke;2007;219;0,46;0;2011;0;6353,19;6353,19
Miljøpartiet Dei Grøne;14;1400;Fylke;2007;120;0,25;0;2011;0;3481,2;3481,2
Sogn og Fjordane Arbeidarparti;14;1400;Fylke;2007;13486;28,2;11;2011;44708;391228,86;435936,86
Sogn og Fjordane AUF;14;1400;FylkesUngdom;2007;0;0;0;2011;0;123531,76;123531,76
Sogn og Fjordane Framstegpartis Ungdom;14;1400;FylkesUngdom;2007;0;0;0;2011;0;41449;41449
Sogn og Fjordane Framstegsparti;14;1400;Fylke;2007;4525;9,46;4;2011;44708;131270,25;175978,25
Sogn og Fjordane Høgre;14;1400;Fylke;2007;5534;11,57;5;2011;44708;160541,34;205249,34
Sogn og Fjordane Kristeleg Folkeparti;14;1400;Fylke;2007;3528;7,38;3;2011;44708;102347,28;147055,28
Sogn og Fjordane Kristeleg Folkepartis Ungdom;14;1400;FylkesUngdom;2007;0;0;0;2011;0;32316,48;32316,48
Sogn og Fjordane Raud Ungdom;14;1400;FylkesUngdom;2007;0;0;0;2011;0;5193,72;5193,72
Sogn og Fjordane Raud Valallianse;14;1400;Fylke;2007;567;1,19;0;2011;0;16448,67;16448,67
Sogn og Fjordane Senterparti;14;1400;Fylke;2007;13874;29,01;11;2011;44708;402484,74;447192,74
Sogn og Fjordane Senterungdom;14;1400;FylkesUngdom;2007;0;0;0;2011;0;127085,84;127085,84
Sogn og Fjordane SU;14;1400;FylkesUngdom;2007;0;0;0;2011;0;24521,32;24521,32
Sogn Og Fjordane Sv;14;1400;Fylke;2007;2677;5,6;2;2011;44708;77659,77;122367,77
Sogn og Fjordane Unge Høgre;14;1400;FylkesUngdom;2007;0;0;0;2011;0;50691,44;50691,44
SOGN OG FJORDANE UV;14;1400;FylkesUngdom;2007;0;0;0;2011;0;29660,08;29660,08
SOGN OG FJORDANE VENSTRE;14;1400;Fylke;2007;3238;6,77;3;2011;44708;93934,38;138642,38
Flora  Arbeidarparti;14;1401;Kommune;2007;1728;35,8;12;2011;1223;22135,68;23358,68
Flora Framstegsparti;14;1401;Kommune;2007;673;13,94;5;2011;1223;8621,13;9844,13
Flora Høgre;14;1401;Kommune;2007;817;16,93;6;2011;1223;10465,77;11688,77
Flora KrF;14;1401;Kommune;2007;204;4,23;1;2011;1223;2613,24;3836,24
Flora Senterparti;14;1401;Kommune;2007;238;4,93;2;2011;1223;3048,78;4271,78
Flora Sv;14;1401;Kommune;2007;375;7,77;3;2011;1223;4803,75;6026,75
FLORA VENSTRE;14;1401;Kommune;2007;642;13,3;5;2011;1223;8224,02;9447,02
Gulen  Arbeidarparti;14;1411;Kommune;2007;178;14,26;3;2011;1223;2280,18;3503,18
Gulen Høgre;14;1411;Kommune;2007;269;21,55;4;2011;1223;3445,89;4668,89
Gulen KrF;14;1411;Kommune;2007;272;21,79;5;2011;1223;3484,32;4707,32
Gulen Senterparti;14;1411;Kommune;2007;360;28,85;6;2011;1223;4611,6;5834,6
GULEN VENSTRE;14;1411;Kommune;2007;169;13,54;3;2011;1223;2164,89;3387,89
Solund  Arbeidarparti;14;1412;Kommune;2007;74;15,58;2;2011;1223;947,94;2170,94
Solund Framstegsparti;14;1412;Kommune;2007;131;27,58;4;2011;1223;1678,11;2901,11
Solund Høgre;14;1412;Kommune;2007;78;16,42;2;2011;1223;999,18;2222,18
Solund Senterparti;14;1412;Kommune;2007;162;34,11;5;2011;1223;2075,22;3298,22
Solund Sv;14;1412;Kommune;2007;30;6,32;1;2011;1223;384,3;1607,3
Hyllestad  Arbeidarparti;14;1413;Kommune;2007;183;26,68;5;2011;1223;2344,23;3567,23
Hyllestad Høgre;14;1413;Kommune;2007;86;12,54;2;2011;1223;1101,66;2324,66
Hyllestad Senterparti;14;1413;Kommune;2007;223;32,51;5;2011;1223;2856,63;4079,63
Kristeleg Folkeparti;14;1413;Kommune;2007;71;10,35;2;2011;1223;909,51;2132,51
Høyanger  Arbeidarparti;14;1416;Kommune;2007;978;46;10;2011;1223;12528,18;13751,18
Høyanger Høgre;14;1416;Kommune;2007;393;18,49;4;2011;1223;5034,33;6257,33
Høyanger KrF;14;1416;Kommune;2007;89;4,19;1;2011;1223;1140,09;2363,09
Høyanger Raud Valallianse;14;1416;Kommune;2007;242;11,38;2;2011;1223;3100,02;4323,02
Høyanger Senterparti;14;1416;Kommune;2007;312;14,68;3;2011;1223;3996,72;5219,72
Høyanger Sv;14;1416;Kommune;2007;90;4,23;1;2011;1223;1152,9;2375,9
Kystpartiet i Høyanger;14;1416;Kommune;2007;22;1,03;0;2011;0;281,82;281,82
Vik  Arbeidarparti;14;1417;Kommune;2007;475;35;6;2011;1223;6084,75;7307,75
Vik Framstegsparti;14;1417;Kommune;2007;97;7,15;1;2011;1223;1242,57;2465,57
Vik Høgre;14;1417;Kommune;2007;91;6,71;1;2011;1223;1165,71;2388,71
Vik KrF;14;1417;Kommune;2007;62;4,57;1;2011;1223;794,22;2017,22
Vik Senterparti;14;1417;Kommune;2007;410;30,21;5;2011;1223;5252,1;6475,1
VIK VENSTRE;14;1417;Kommune;2007;161;11,86;2;2011;1223;2062,41;3285,41
Balestrand  Arbeidarparti;14;1418;Kommune;2007;133;18,45;3;2011;1223;1703,73;2926,73
Balestrand Høgre;14;1418;Kommune;2007;172;23,86;4;2011;1223;2203,32;3426,32
Balestrand KrF;14;1418;Kommune;2007;118;16,37;3;2011;1223;1511,58;2734,58
Balestrand Senterparti;14;1418;Kommune;2007;163;22,61;4;2011;1223;2088,03;3311,03
BALESTRAND VENSTRE;14;1418;Kommune;2007;135;18,72;3;2011;1223;1729,35;2952,35
Leikanger  Arbeidarparti;14;1419;Kommune;2007;460;39,35;7;2011;1223;5892,6;7115,6
Leikanger Høgre;14;1419;Kommune;2007;117;10,01;2;2011;1223;1498,77;2721,77
Leikanger Senterparti;14;1419;Kommune;2007;242;20,7;3;2011;1223;3100,02;4323,02
Leikanger Sv;14;1419;Kommune;2007;114;9,75;2;2011;1223;1460,34;2683,34
LEIKANGER VENSTRE;14;1419;Kommune;2007;236;20,19;3;2011;1223;3023,16;4246,16
Sogndal  Arbeidarparti;14;1420;Kommune;2007;1293;38,24;9;2011;1223;16563,33;17786,33
Sogndal Framstegsparti;14;1420;Kommune;2007;663;19,61;5;2011;1223;8493,03;9716,03
Sogndal Høgre;14;1420;Kommune;2007;211;6,24;2;2011;1223;2702,91;3925,91
Sogndal KrF;14;1420;Kommune;2007;246;7,28;2;2011;1223;3151,26;4374,26
Sogndal Senterparti;14;1420;Kommune;2007;528;15,62;4;2011;1223;6763,68;7986,68
Sogndal Sv;14;1420;Kommune;2007;268;7,93;2;2011;1223;3433,08;4656,08
SOGNDAL VENSTRE;14;1420;Kommune;2007;172;5,09;1;2011;1223;2203,32;3426,32
Aurland  Arbeidarparti;14;1421;Kommune;2007;245;28,26;5;2011;1223;3138,45;4361,45
Aurland Høgre;14;1421;Kommune;2007;186;21,45;4;2011;1223;2382,66;3605,66
Aurland Senterparti;14;1421;Kommune;2007;378;43,6;7;2011;1223;4842,18;6065,18
Lærdal  Arbeidarparti;14;1422;Kommune;2007;461;41,46;7;2011;1223;5905,41;7128,41
Lærdal Høgre;14;1422;Kommune;2007;120;10,79;2;2011;1223;1537,2;2760,2
Lærdal Senterparti;14;1422;Kommune;2007;322;28,96;5;2011;1223;4124,82;5347,82
Lærdal Sv;14;1422;Kommune;2007;111;9,98;2;2011;1223;1421,91;2644,91
LÆRDAL VENSTRE;14;1422;Kommune;2007;98;8,81;1;2011;1223;1255,38;2478,38
Årdal  Arbeidarparti;14;1424;Kommune;2007;2034;77,46;16;2011;1223;26055,54;27278,54
Årdal Framstegsparti;14;1424;Kommune;2007;129;4,91;1;2011;1223;1652,49;2875,49
Årdal Senterparti;14;1424;Kommune;2007;183;6,97;2;2011;1223;2344,23;3567,23
Årdal Sv;14;1424;Kommune;2007;168;6,4;1;2011;1223;2152,08;3375,08
Høyre;14;1424;Kommune;2007;112;4,27;1;2011;1223;1434,72;2657,72
Luster  Arbeidarparti;14;1426;Kommune;2007;859;32,92;10;2011;1223;11003,79;12226,79
Luster Framstegsparti;14;1426;Kommune;2007;309;11,84;3;2011;1223;3958,29;5181,29
Luster Høgre;14;1426;Kommune;2007;203;7,78;2;2011;1223;2600,43;3823,43
Luster KrF;14;1426;Kommune;2007;395;15,14;4;2011;1223;5059,95;6282,95
Luster Senterparti;14;1426;Kommune;2007;616;23,61;7;2011;1223;7890,96;9113,96
LUSTER VENSTRE;14;1426;Kommune;2007;134;5,14;2;2011;1223;1716,54;2939,54
Askvoll  Arbeidarparti;14;1428;Kommune;2007;392;24,27;6;2011;1223;5021,52;6244,52
Askvoll Framstegsparti;14;1428;Kommune;2007;84;5,2;1;2011;1223;1076,04;2299,04
Askvoll Høgre;14;1428;Kommune;2007;181;11,21;3;2011;1223;2318,61;3541,61
Askvoll KrF;14;1428;Kommune;2007;128;7,93;2;2011;1223;1639,68;2862,68
Askvoll Senterparti;14;1428;Kommune;2007;394;24,4;5;2011;1223;5047,14;6270,14
Askvoll Sv;14;1428;Kommune;2007;55;3,41;1;2011;1223;704,55;1927,55
ASKVOLL VENSTRE;14;1428;Kommune;2007;353;21,86;5;2011;1223;4521,93;5744,93
Kystpartiet i Askvoll;14;1428;Kommune;2007;28;1,73;0;2011;0;358,68;358,68
Fjaler  Arbeidarparti;14;1429;Kommune;2007;504;36,39;8;2011;1223;6456,24;7679,24
Fjaler Høgre;14;1429;Kommune;2007;232;16,75;4;2011;1223;2971,92;4194,92
Fjaler KrF;14;1429;Kommune;2007;71;5,13;1;2011;1223;909,51;2132,51
Fjaler Senterparti;14;1429;Kommune;2007;234;16,9;4;2011;1223;2997,54;4220,54
Fjaler Sv;14;1429;Kommune;2007;143;10,32;2;2011;1223;1831,83;3054,83
FJALER VENSTRE;14;1429;Kommune;2007;201;14,51;4;2011;1223;2574,81;3797,81
Gaular  Arbeidarparti;14;1430;Kommune;2007;115;8;2;2011;1223;1473,15;2696,15
Gaular Høgre;14;1430;Kommune;2007;209;14,53;3;2011;1223;2677,29;3900,29
Gaular KrF;14;1430;Kommune;2007;153;10,64;2;2011;1223;1959,93;3182,93
Gaular Senterparti;14;1430;Kommune;2007;644;44,78;10;2011;1223;8249,64;9472,64
Gaular Sv;14;1430;Kommune;2007;60;4,17;1;2011;1223;768,6;1991,6
GAULAR VENSTRE;14;1430;Kommune;2007;27;1,88;0;2011;0;345,87;345,87
Jølster  Arbeidarparti;14;1431;Kommune;2007;276;19,44;5;2011;1223;3535,56;4758,56
Jølster Framstegsparti;14;1431;Kommune;2007;134;9,44;2;2011;1223;1716,54;2939,54
Jølster Høgre;14;1431;Kommune;2007;121;8,52;2;2011;1223;1550,01;2773,01
Jølster KrF;14;1431;Kommune;2007;115;8,1;2;2011;1223;1473,15;2696,15
Jølster Senterparti;14;1431;Kommune;2007;479;33,73;9;2011;1223;6135,99;7358,99
Jølster Sv;14;1431;Kommune;2007;82;5,77;1;2011;1223;1050,42;2273,42
JØLSTER VENSTRE;14;1431;Kommune;2007;213;15;4;2011;1223;2728,53;3951,53
Førde  Arbeidarparti;14;1432;Kommune;2007;1184;24,75;7;2011;1223;15167,04;16390,04
Førde Framstegsparti;14;1432;Kommune;2007;416;8,7;2;2011;1223;5328,96;6551,96
Førde Høgre;14;1432;Kommune;2007;862;18,02;5;2011;1223;11042,22;12265,22
Førde KrF;14;1432;Kommune;2007;358;7,48;2;2011;1223;4585,98;5808,98
Førde Raud Valallianse;14;1432;Kommune;2007;91;1,9;0;2011;0;1165,71;1165,71
Førde Senterparti;14;1432;Kommune;2007;1013;21,18;6;2011;1223;12976,53;14199,53
Førde Sv;14;1432;Kommune;2007;506;10,58;3;2011;1223;6481,86;7704,86
FØRDE VENSTRE;14;1432;Kommune;2007;353;7,38;2;2011;1223;4521,93;5744,93
Naustdal  Arbeidarparti;14;1433;Kommune;2007;393;28,94;6;2011;1223;5034,33;6257,33
Naustdal Høgre;14;1433;Kommune;2007;413;30,41;6;2011;1223;5290,53;6513,53
Naustdal KrF;14;1433;Kommune;2007;94;6,92;2;2011;1223;1204,14;2427,14
Naustdal Raud Valallianse;14;1433;Kommune;2007;67;4,93;1;2011;1223;858,27;2081,27
Naustdal Senterparti;14;1433;Kommune;2007;298;21,94;5;2011;1223;3817,38;5040,38
Naustdal Sv;14;1433;Kommune;2007;93;6,85;1;2011;1223;1191,33;2414,33
Bremanger  Arbeidarparti;14;1438;Kommune;2007;943;48,14;11;2011;1223;12079,83;13302,83
Bremanger Framstegsparti;14;1438;Kommune;2007;172;8,78;2;2011;1223;2203,32;3426,32
Bremanger Høgre;14;1438;Kommune;2007;266;13,58;3;2011;1223;3407,46;4630,46
Bremanger KrF;14;1438;Kommune;2007;132;6,74;2;2011;1223;1690,92;2913,92
Bremanger Senterparti;14;1438;Kommune;2007;259;13,22;3;2011;1223;3317,79;4540,79
Bremanger Sv;14;1438;Kommune;2007;116;5,92;1;2011;1223;1485,96;2708,96
BREMANGER VENSTRE;14;1438;Kommune;2007;71;3,62;1;2011;1223;909,51;2132,51
Vågsøy  Arbeidarparti;14;1439;Kommune;2007;593;21,81;6;2011;1223;7596,33;8819,33
Vågsøy  Sv;14;1439;Kommune;2007;89;3,27;1;2011;1223;1140,09;2363,09
Vågsøy Framstegsparti;14;1439;Kommune;2007;386;14,2;3;2011;1223;4944,66;6167,66
Vågsøy Høgre;14;1439;Kommune;2007;338;12,43;3;2011;1223;4329,78;5552,78
Vågsøy Raud Valallianse;14;1439;Kommune;2007;107;3,94;1;2011;1223;1370,67;2593,67
Vågsøy Senterparti;14;1439;Kommune;2007;673;24,75;7;2011;1223;8621,13;9844,13
VÅGSØY VENSTRE;14;1439;Kommune;2007;440;16,18;4;2011;1223;5636,4;6859,4
Høgre i Selje;14;1441;Kommune;2007;232;17,39;3;2011;1223;2971,92;4194,92
Selje  Arbeidarparti;14;1441;Kommune;2007;297;22,26;4;2011;1223;3804,57;5027,57
Selje Framstegsparti;14;1441;Kommune;2007;291;21,81;4;2011;1223;3727,71;4950,71
Selje KrF;14;1441;Kommune;2007;254;19,04;3;2011;1223;3253,74;4476,74
Selje Senterparti;14;1441;Kommune;2007;179;13,42;2;2011;1223;2292,99;3515,99
Eid  Arbeidarparti;14;1443;Kommune;2007;743;26,46;8;2011;1223;9517,83;10740,83
Eid Framstegsparti;14;1443;Kommune;2007;200;7,12;2;2011;1223;2562;3785
Eid Høgre;14;1443;Kommune;2007;562;20,01;6;2011;1223;7199,22;8422,22
Eid KrF;14;1443;Kommune;2007;189;6,73;2;2011;1223;2421,09;3644,09
Eid Senterparti;14;1443;Kommune;2007;634;22,58;7;2011;1223;8121,54;9344,54
Eid Sv;14;1443;Kommune;2007;139;4,95;1;2011;1223;1780,59;3003,59
EID VENSTRE;14;1443;Kommune;2007;341;12,14;3;2011;1223;4368,21;5591,21
Hornindal  Arbeidarparti;14;1444;Kommune;2007;120;18,35;3;2011;1223;1537,2;2760,2
Hornindal Høgre;14;1444;Kommune;2007;213;32,57;6;2011;1223;2728,53;3951,53
Hornindal Senterparti;14;1444;Kommune;2007;175;26,76;4;2011;1223;2241,75;3464,75
HORNINDAL VENSTRE;14;1444;Kommune;2007;146;22,32;4;2011;1223;1870,26;3093,26
Gloppen  Arbeidarparti;14;1445;Kommune;2007;341;11,34;3;2011;1223;4368,21;5591,21
Gloppen Framstegsparti;14;1445;Kommune;2007;149;4,95;1;2011;1223;1908,69;3131,69
Gloppen Høgre;14;1445;Kommune;2007;372;12,37;4;2011;1223;4765,32;5988,32
Gloppen KrF;14;1445;Kommune;2007;361;12;3;2011;1223;4624,41;5847,41
Gloppen Senterparti;14;1445;Kommune;2007;1440;47,87;13;2011;1223;18446,4;19669,4
Gloppen Sv;14;1445;Kommune;2007;198;6,58;2;2011;1223;2536,38;3759,38
Stryn  Arbeidarparti;14;1449;Kommune;2007;889;28,82;7;2011;1223;11388,09;12611,09
Stryn Framstegsparti;14;1449;Kommune;2007;367;11,9;3;2011;1223;4701,27;5924,27
Stryn Høgre;14;1449;Kommune;2007;386;12,51;3;2011;1223;4944,66;6167,66
Stryn KrF;14;1449;Kommune;2007;293;9,5;2;2011;1223;3753,33;4976,33
Stryn Senterparti;14;1449;Kommune;2007;902;29,24;8;2011;1223;11554,62;12777,62
Stryn Sv;14;1449;Kommune;2007;109;3,53;1;2011;1223;1396,29;2619,29
Kystpartiet i Møre og Romsdal;15;1500;Fylke;2007;479;0,45;0;2011;0;13895,79;13895,79
Miljøpartiet De Grønne i Møre og Romsdal;15;1500;Fylke;2007;290;0,27;0;2011;0;8412,9;8412,9
Møre og Romsdal Arbeiderparti;15;1500;Fylke;2007;26499;25,09;12;2011;44708;768735,99;813443,99
Møre og Romsdal AUF;15;1500;FylkesUngdom;2007;0;0;0;2011;0;242730,84;242730,84
Møre og Romsdal Fremskrittpartis Ungdom;15;1500;FylkesUngdom;2007;0;0;0;2011;0;199614,72;199614,72
Møre og Romsdal Fremskrittsparti;15;1500;Fylke;2007;21792;20,63;10;2011;44708;632185,92;676893,92
Møre og Romsdal Høyre;15;1500;Fylke;2007;15570;14,74;7;2011;44708;451685,7;496393,7
Møre og Romsdal Kristelig Folkeparti;15;1500;Fylke;2007;10837;10,26;5;2011;44708;314381,37;359089,37
Møre og Romsdal Kristelig Folkepartis Ungdom;15;1500;FylkesUngdom;2007;0;0;0;2011;0;99266,92;99266,92
Møre og Romsdal Kristent Samlingsparti;15;1500;Fylke;2007;468;0,44;0;2011;0;13576,68;13576,68
Møre og Romsdal Rød Valgallianse;15;1500;Fylke;2007;808;0,76;0;2011;0;23440,08;23440,08
Møre og Romsdal Senterparti;15;1500;Fylke;2007;12240;11,59;5;2011;44708;355082,4;399790,4
Møre og Romsdal Senterungdom;15;1500;FylkesUngdom;2007;0;0;0;2011;0;112118,4;112118,4
Møre og Romsdal SU;15;1500;FylkesUngdom;2007;0;0;0;2011;0;42456,6;42456,6
Møre og Romsdal SV;15;1500;Fylke;2007;4635;4,39;2;2011;44708;134461,35;179169,35
Møre og Romsdal Unge Høyre;15;1500;FylkesUngdom;2007;0;0;0;2011;0;142621,2;142621,2
MØRE OG ROMSDAL UV;15;1500;FylkesUngdom;2007;0;0;0;2011;0;57140,08;57140,08
MØRE OG ROMSDAL VENSTRE;15;1500;Fylke;2007;6238;5,91;3;2011;44708;180964,38;225672,38
Rød Ungdom i Møre og Romsdal;15;1500;FylkesUngdom;2007;0;0;0;2011;0;7401,28;7401,28
Molde  Arbeiderparti;15;1502;Kommune;2007;2361;21,45;10;2011;1223;30244,41;31467,41
Molde Fremskrittsparti;15;1502;Kommune;2007;1914;17,39;8;2011;1223;24518,34;25741,34
Molde Høyre;15;1502;Kommune;2007;2991;27,17;13;2011;1223;38314,71;39537,71
Molde KrF;15;1502;Kommune;2007;1071;9,73;5;2011;1223;13719,51;14942,51
Molde Senterparti;15;1502;Kommune;2007;935;8,49;4;2011;1223;11977,35;13200,35
Molde Sv;15;1502;Kommune;2007;1005;9,13;4;2011;1223;12874,05;14097,05
MOLDE VENSTRE;15;1502;Kommune;2007;669;6,08;3;2011;1223;8569,89;9792,89
Ålesund  Arbeidarparti;15;1504;Kommune;2007;3681;20,29;10;2011;1223;47153,61;48376,61
Ålesund Framstegsparti;15;1504;Kommune;2007;4857;26,77;13;2011;1223;62218,17;63441,17
Ålesund Høgre;15;1504;Kommune;2007;3156;17,4;8;2011;1223;40428,36;41651,36
Ålesund KrF;15;1504;Kommune;2007;2097;11,56;6;2011;1223;26862,57;28085,57
Ålesund Raud Valallianse;15;1504;Kommune;2007;212;1,17;0;2011;0;2715,72;2715,72
Ålesund Senterparti;15;1504;Kommune;2007;518;2,86;1;2011;1223;6635,58;7858,58
Ålesund Sv;15;1504;Kommune;2007;938;5,17;3;2011;1223;12015,78;13238,78
ÅLESUND VENSTRE;15;1504;Kommune;2007;932;5,14;3;2011;1223;11938,92;13161,92
Kristiansund  Arb.parti;15;1505;Kommune;2007;4809;46,07;20;2011;1223;61603,29;62826,29
Kristiansund Fremskrittsparti;15;1505;Kommune;2007;1938;18,57;8;2011;1223;24825,78;26048,78
Kristiansund Høyre;15;1505;Kommune;2007;1871;17,92;8;2011;1223;23967,51;25190,51
Kristiansund KrF;15;1505;Kommune;2007;350;3,35;2;2011;1223;4483,5;5706,5
Kristiansund Rød Valgallianse;15;1505;Kommune;2007;221;2,12;1;2011;1223;2831,01;4054,01
Kristiansund Sv;15;1505;Kommune;2007;256;2,45;1;2011;1223;3279,36;4502,36
KRISTIANSUND VENSTRE;15;1505;Kommune;2007;409;3,92;2;2011;1223;5239,29;6462,29
Senterpartiet;15;1505;Kommune;2007;584;5,59;3;2011;1223;7481,04;8704,04
Kystpartiet i Vanylven;15;1511;Kommune;2007;113;6,41;1;2011;1223;1447,53;2670,53
Vanylven  Arbeidarparti;15;1511;Kommune;2007;295;16,72;4;2011;1223;3778,95;5001,95
Vanylven Framstegsparti;15;1511;Kommune;2007;342;19,39;4;2011;1223;4381,02;5604,02
Vanylven Høgre;15;1511;Kommune;2007;173;9,81;2;2011;1223;2216,13;3439,13
Vanylven KrF;15;1511;Kommune;2007;435;24,66;5;2011;1223;5572,35;6795,35
Vanylven Senterparti;15;1511;Kommune;2007;249;14,12;3;2011;1223;3189,69;4412,69
VANYLVEN VENSTRE;15;1511;Kommune;2007;157;8,9;2;2011;1223;2011,17;3234,17
Sande  Arbeidarparti;15;1514;Kommune;2007;114;8,44;2;2011;1223;1460,34;2683,34
Sande Framstegsparti;15;1514;Kommune;2007;195;14,44;3;2011;1223;2497,95;3720,95
Sande Høgre;15;1514;Kommune;2007;358;26,52;5;2011;1223;4585,98;5808,98
Sande KrF;15;1514;Kommune;2007;118;8,74;2;2011;1223;1511,58;2734,58
Sande Senterparti;15;1514;Kommune;2007;231;17,11;4;2011;1223;2959,11;4182,11
Sande Sv;15;1514;Kommune;2007;29;2,15;0;2011;0;371,49;371,49
Herøy  Arbeidarparti;15;1515;Kommune;2007;584;14,78;5;2011;1223;7481,04;8704,04
Herøy Framstegsparti;15;1515;Kommune;2007;434;10,98;4;2011;1223;5559,54;6782,54
Herøy Høgre;15;1515;Kommune;2007;1740;44,04;14;2011;1223;22289,4;23512,4
Herøy KrF;15;1515;Kommune;2007;653;16,53;5;2011;1223;8364,93;9587,93
HERØY VENSTRE;15;1515;Kommune;2007;99;2,51;1;2011;1223;1268,19;2491,19
Kristent Samlingsparti;15;1516;Kommune;2007;41;1,28;0;2011;0;525,21;525,21
Ulstein  Arbeidarparti;15;1516;Kommune;2007;838;26,16;7;2011;1223;10734,78;11957,78
Ulstein Framstegsparti;15;1516;Kommune;2007;626;19,54;5;2011;1223;8019,06;9242,06
Ulstein Høgre;15;1516;Kommune;2007;707;22,07;5;2011;1223;9056,67;10279,67
Ulstein KrF;15;1516;Kommune;2007;480;14,99;4;2011;1223;6148,8;7371,8
Ulstein Senterparti;15;1516;Kommune;2007;201;6,28;2;2011;1223;2574,81;3797,81
Ulstein Sv;15;1516;Kommune;2007;124;3,87;1;2011;1223;1588,44;2811,44
ULSTEIN VENSTRE;15;1516;Kommune;2007;186;5,81;1;2011;1223;2382,66;3605,66
Hareid  Arbeidarparti;15;1517;Kommune;2007;305;13,45;3;2011;1223;3907,05;5130,05
Hareid Framstegsparti;15;1517;Kommune;2007;455;20,07;4;2011;1223;5828,55;7051,55
Hareid Høgre;15;1517;Kommune;2007;416;18,35;3;2011;1223;5328,96;6551,96
Hareid KrF;15;1517;Kommune;2007;116;5,12;1;2011;1223;1485,96;2708,96
Hareid Sv;15;1517;Kommune;2007;73;3,22;1;2011;1223;935,13;2158,13
HAREID VENSTRE;15;1517;Kommune;2007;361;15,92;3;2011;1223;4624,41;5847,41
Volda  Arbeidarparti;15;1519;Kommune;2007;637;15,64;4;2011;1223;8159,97;9382,97
Volda Framstegsparti;15;1519;Kommune;2007;699;17,16;5;2011;1223;8954,19;10177,19
Volda Høgre;15;1519;Kommune;2007;422;10,36;3;2011;1223;5405,82;6628,82
Volda KrF;15;1519;Kommune;2007;768;18,86;5;2011;1223;9838,08;11061,08
Volda Senterparti;15;1519;Kommune;2007;802;19,69;5;2011;1223;10273,62;11496,62
Volda Sv;15;1519;Kommune;2007;451;11,07;3;2011;1223;5777,31;7000,31
VOLDA VENSTRE;15;1519;Kommune;2007;294;7,22;2;2011;1223;3766,14;4989,14
Ørsta  Arbeidarparti;15;1520;Kommune;2007;1113;22,95;7;2011;1223;14257,53;15480,53
Ørsta Framstegsparti;15;1520;Kommune;2007;1448;29,86;10;2011;1223;18548,88;19771,88
Ørsta Høgre;15;1520;Kommune;2007;273;5,63;2;2011;1223;3497,13;4720,13
Ørsta KrF;15;1520;Kommune;2007;522;10,76;3;2011;1223;6686,82;7909,82
Ørsta Senterparti;15;1520;Kommune;2007;981;20,23;7;2011;1223;12566,61;13789,61
Ørsta Sv;15;1520;Kommune;2007;256;5,28;2;2011;1223;3279,36;4502,36
ØRSTA VENSTRE;15;1520;Kommune;2007;257;5,3;2;2011;1223;3292,17;4515,17
Fellesliste KRF/V/SP;15;1523;Kommune;2007;347;33,02;6;2011;1223;4445,07;5668,07
Ørskog  Arbeidarparti;15;1523;Kommune;2007;229;21,79;4;2011;1223;2933,49;4156,49
Ørskog Framstegsparti;15;1523;Kommune;2007;265;25,21;4;2011;1223;3394,65;4617,65
Ørskog Høgre;15;1523;Kommune;2007;210;19,98;3;2011;1223;2690,1;3913,1
Norddal  Arbeidarparti;15;1524;Kommune;2007;194;20,34;4;2011;1223;2485,14;3708,14
Norddal Framstegsparti;15;1524;Kommune;2007;75;7,86;2;2011;1223;960,75;2183,75
Norddal Senterparti;15;1524;Kommune;2007;234;24,53;5;2011;1223;2997,54;4220,54
Stranda  Arbeidarparti;15;1525;Kommune;2007;223;8,95;2;2011;1223;2856,63;4079,63
